"source_file","session_number","start_time","end_time","hydrophone_type","num_samples"
"risso003.log",247,2025-04-16 00:44:14.998,2025-04-16 00:44:44.99,"HF",3600000
"risso003.log",31,2025-04-15 23:51:44.505,2025-04-16 00:51:44.005,"LF",7200000
"risso003.log",248,2025-04-16 00:51:44.998,2025-04-16 00:52:14.99,"HF",3600000
"risso003.log",249,2025-04-16 00:59:14.998,2025-04-16 00:59:44.99,"HF",3600000
"risso003.log",250,2025-04-16 01:06:44.998,2025-04-16 01:07:14.99,"HF",3600000
"risso003.log",251,2025-04-16 01:14:14.998,2025-04-16 01:14:44.99,"HF",3600000
"risso003.log",252,2025-04-16 01:21:44.998,2025-04-16 01:22:14.99,"HF",3600000
"risso003.log",253,2025-04-16 01:29:14.998,2025-04-16 01:29:44.99,"HF",3600000
"risso003.log",254,2025-04-16 01:36:44.998,2025-04-16 01:37:14.99,"HF",3600000
"risso003.log",255,2025-04-16 01:44:14.998,2025-04-16 01:44:44.99,"HF",3600000
"risso003.log",32,2025-04-16 00:51:44.505,2025-04-16 01:51:44.005,"LF",7200000
"risso003.log",256,2025-04-16 01:51:44.998,2025-04-16 01:52:14.99,"HF",3600000
"risso003.log",257,2025-04-16 01:59:14.998,2025-04-16 01:59:44.99,"HF",3600000
"risso003.log",258,2025-04-16 02:06:44.998,2025-04-16 02:07:14.99,"HF",3600000
"risso003.log",259,2025-04-16 02:14:14.998,2025-04-16 02:14:44.99,"HF",3600000
"risso003.log",260,2025-04-16 02:21:44.998,2025-04-16 02:22:14.99,"HF",3600000
"risso003.log",261,2025-04-16 02:29:14.998,2025-04-16 02:29:44.99,"HF",3600000
"risso003.log",262,2025-04-16 02:36:44.998,2025-04-16 02:37:14.99,"HF",3600000
"risso003.log",263,2025-04-16 02:44:14.998,2025-04-16 02:44:44.99,"HF",3600000
"risso003.log",33,2025-04-16 01:51:44.505,2025-04-16 02:51:44.005,"LF",7200000
"risso003.log",264,2025-04-16 02:51:44.998,2025-04-16 02:52:14.99,"HF",3600000
"risso003.log",265,2025-04-16 02:59:14.998,2025-04-16 02:59:44.99,"HF",3600000
"risso003.log",266,2025-04-16 03:06:44.998,2025-04-16 03:07:14.99,"HF",3600000
"risso003.log",267,2025-04-16 03:14:14.998,2025-04-16 03:14:44.99,"HF",3600000
"risso003.log",268,2025-04-16 03:21:44.998,2025-04-16 03:22:14.99,"HF",3600000
"risso003.log",269,2025-04-16 03:29:14.998,2025-04-16 03:29:44.99,"HF",3600000
"risso003.log",270,2025-04-16 03:36:44.998,2025-04-16 03:37:14.99,"HF",3600000
"risso003.log",271,2025-04-16 03:44:14.998,2025-04-16 03:44:44.99,"HF",3600000
"risso003.log",34,2025-04-16 02:51:44.505,2025-04-16 03:51:44.005,"LF",7200000
"risso003.log",272,2025-04-16 03:51:44.998,2025-04-16 03:52:14.99,"HF",3600000
"risso003.log",273,2025-04-16 03:59:14.998,2025-04-16 03:59:44.99,"HF",3600000
"risso003.log",274,2025-04-16 04:06:44.998,2025-04-16 04:07:14.99,"HF",3600000
"risso003.log",275,2025-04-16 04:14:14.998,2025-04-16 04:14:44.99,"HF",3600000
"risso003.log",276,2025-04-16 04:21:44.998,2025-04-16 04:22:14.99,"HF",3600000
"risso003.log",277,2025-04-16 04:29:14.998,2025-04-16 04:29:44.99,"HF",3600000
"risso003.log",278,2025-04-16 04:36:44.998,2025-04-16 04:37:14.99,"HF",3600000
"risso003.log",279,2025-04-16 04:44:14.998,2025-04-16 04:44:44.99,"HF",3600000
"risso003.log",35,2025-04-16 03:51:44.505,2025-04-16 04:51:44.005,"LF",7200000
"risso003.log",280,2025-04-16 04:51:44.998,2025-04-16 04:52:14.99,"HF",3600000
"risso003.log",281,2025-04-16 04:59:14.998,2025-04-16 04:59:44.99,"HF",3600000
"risso003.log",282,2025-04-16 05:06:44.998,2025-04-16 05:07:14.99,"HF",3600000
"risso003.log",283,2025-04-16 05:14:14.998,2025-04-16 05:14:44.99,"HF",3600000
"risso003.log",284,2025-04-16 05:21:44.998,2025-04-16 05:22:14.99,"HF",3600000
"risso003.log",285,2025-04-16 05:29:14.998,2025-04-16 05:29:44.99,"HF",3600000
"risso003.log",286,2025-04-16 05:36:44.998,2025-04-16 05:37:14.99,"HF",3600000
"risso003.log",287,2025-04-16 05:44:14.998,2025-04-16 05:44:44.99,"HF",3600000
"risso003.log",36,2025-04-16 04:51:44.505,2025-04-16 05:51:44.005,"LF",7200000
"risso003.log",288,2025-04-16 05:51:44.998,2025-04-16 05:52:14.99,"HF",3600000
"risso003.log",289,2025-04-16 05:59:14.998,2025-04-16 05:59:44.99,"HF",3600000
"risso003.log",290,2025-04-16 06:06:44.998,2025-04-16 06:07:14.99,"HF",3600000
"risso003.log",291,2025-04-16 06:14:14.998,2025-04-16 06:14:44.99,"HF",3600000
"risso003.log",292,2025-04-16 06:21:44.998,2025-04-16 06:22:14.99,"HF",3600000
"risso003.log",293,2025-04-16 06:29:14.998,2025-04-16 06:29:44.99,"HF",3600000
"risso003.log",294,2025-04-16 06:36:44.998,2025-04-16 06:37:14.99,"HF",3600000
"risso003.log",295,2025-04-16 06:44:14.998,2025-04-16 06:44:44.99,"HF",3600000
"risso003.log",37,2025-04-16 05:51:44.505,2025-04-16 06:51:44.005,"LF",7200000
"risso003.log",296,2025-04-16 06:51:44.998,2025-04-16 06:52:14.99,"HF",3600000
"risso003.log",297,2025-04-16 06:59:14.998,2025-04-16 06:59:44.99,"HF",3600000
"risso003.log",298,2025-04-16 07:06:44.998,2025-04-16 07:07:14.99,"HF",3600000
"risso003.log",299,2025-04-16 07:14:14.998,2025-04-16 07:14:44.99,"HF",3600000
"risso003.log",300,2025-04-16 07:21:44.998,2025-04-16 07:22:14.99,"HF",3600000
"risso003.log",301,2025-04-16 07:29:14.998,2025-04-16 07:29:44.99,"HF",3600000
"risso003.log",302,2025-04-16 07:36:44.998,2025-04-16 07:37:14.99,"HF",3600000
"risso003.log",303,2025-04-16 07:44:14.998,2025-04-16 07:44:44.99,"HF",3600000
"risso003.log",38,2025-04-16 06:51:44.505,2025-04-16 07:51:44.005,"LF",7200000
"risso003.log",304,2025-04-16 07:51:44.998,2025-04-16 07:52:14.99,"HF",3600000
"risso003.log",305,2025-04-16 07:59:14.998,2025-04-16 07:59:44.99,"HF",3600000
"risso003.log",306,2025-04-16 08:06:44.998,2025-04-16 08:07:14.99,"HF",3600000
"risso003.log",307,2025-04-16 08:14:14.998,2025-04-16 08:14:44.99,"HF",3600000
"risso003.log",308,2025-04-16 08:21:44.998,2025-04-16 08:22:14.99,"HF",3600000
"risso003.log",309,2025-04-16 08:29:14.998,2025-04-16 08:29:44.99,"HF",3600000
"risso003.log",310,2025-04-16 08:36:44.998,2025-04-16 08:37:14.99,"HF",3600000
"risso003.log",311,2025-04-16 08:44:14.998,2025-04-16 08:44:44.99,"HF",3600000
"risso003.log",39,2025-04-16 07:51:44.505,2025-04-16 08:51:44.005,"LF",7200000
"risso003.log",312,2025-04-16 08:51:44.998,2025-04-16 08:52:14.99,"HF",3600000
"risso003.log",313,2025-04-16 08:59:14.998,2025-04-16 08:59:44.99,"HF",3600000
"risso003.log",314,2025-04-16 09:06:44.998,2025-04-16 09:07:14.99,"HF",3600000
"risso003.log",315,2025-04-16 09:14:14.998,2025-04-16 09:14:44.99,"HF",3600000
"risso003.log",316,2025-04-16 09:21:44.998,2025-04-16 09:22:14.99,"HF",3600000
"risso003.log",317,2025-04-16 09:29:14.998,2025-04-16 09:29:44.99,"HF",3600000
"risso003.log",318,2025-04-16 09:36:44.998,2025-04-16 09:37:14.99,"HF",3600000
"risso003.log",319,2025-04-16 09:44:14.998,2025-04-16 09:44:44.99,"HF",3600000
"risso003.log",40,2025-04-16 08:51:44.505,2025-04-16 09:51:44.005,"LF",7200000
"risso003.log",320,2025-04-16 09:51:44.998,2025-04-16 09:52:14.99,"HF",3600000
"risso003.log",321,2025-04-16 09:59:14.998,2025-04-16 09:59:44.99,"HF",3600000
"risso003.log",322,2025-04-16 10:06:44.998,2025-04-16 10:07:14.99,"HF",3600000
"risso003.log",323,2025-04-16 10:14:14.998,2025-04-16 10:14:44.99,"HF",3600000
"risso003.log",324,2025-04-16 10:21:44.998,2025-04-16 10:22:14.99,"HF",3600000
"risso003.log",325,2025-04-16 10:29:14.998,2025-04-16 10:29:44.99,"HF",3600000
"risso003.log",326,2025-04-16 10:36:44.998,2025-04-16 10:37:14.99,"HF",3600000
"risso003.log",327,2025-04-16 10:44:14.998,2025-04-16 10:44:44.99,"HF",3600000
"risso003.log",41,2025-04-16 09:51:44.505,2025-04-16 10:51:44.005,"LF",7200000
"risso003.log",328,2025-04-16 10:51:44.998,2025-04-16 10:52:14.99,"HF",3600000
"risso003.log",329,2025-04-16 10:59:14.998,2025-04-16 10:59:44.99,"HF",3600000
"risso003.log",330,2025-04-16 11:06:44.998,2025-04-16 11:07:14.99,"HF",3600000
"risso003.log",331,2025-04-16 11:14:14.998,2025-04-16 11:14:44.99,"HF",3600000
"risso003.log",332,2025-04-16 11:21:44.998,2025-04-16 11:22:14.99,"HF",3600000
"risso003.log",333,2025-04-16 11:29:14.998,2025-04-16 11:29:44.99,"HF",3600000
"risso003.log",334,2025-04-16 11:36:44.998,2025-04-16 11:37:14.99,"HF",3600000
"risso003.log",335,2025-04-16 11:44:14.998,2025-04-16 11:44:44.99,"HF",3600000
"risso003.log",42,2025-04-16 10:51:44.505,2025-04-16 11:51:44.005,"LF",7200000
"risso003.log",336,2025-04-16 11:51:44.998,2025-04-16 11:52:14.99,"HF",3600000
"risso003.log",337,2025-04-16 11:59:14.998,2025-04-16 11:59:44.99,"HF",3600000
"risso003.log",338,2025-04-16 12:06:44.998,2025-04-16 12:07:14.99,"HF",3600000
"risso003.log",339,2025-04-16 12:14:14.998,2025-04-16 12:14:44.99,"HF",3600000
"risso003.log",340,2025-04-16 12:21:44.998,2025-04-16 12:22:14.99,"HF",3600000
"risso003.log",341,2025-04-16 12:29:14.998,2025-04-16 12:29:44.99,"HF",3600000
"risso003.log",342,2025-04-16 12:36:44.998,2025-04-16 12:37:14.99,"HF",3600000
"risso003.log",343,2025-04-16 12:44:14.998,2025-04-16 12:44:44.99,"HF",3600000
"risso003.log",43,2025-04-16 11:51:44.505,2025-04-16 12:51:44.005,"LF",7200000
"risso003.log",344,2025-04-16 12:51:44.998,2025-04-16 12:52:14.99,"HF",3600000
"risso003.log",345,2025-04-16 12:59:14.998,2025-04-16 12:59:44.99,"HF",3600000
"risso003.log",346,2025-04-16 13:06:44.998,2025-04-16 13:07:14.99,"HF",3600000
"risso003.log",347,2025-04-16 13:14:14.998,2025-04-16 13:14:44.99,"HF",3600000
"risso003.log",348,2025-04-16 13:21:44.998,2025-04-16 13:22:14.99,"HF",3600000
"risso003.log",349,2025-04-16 13:29:14.998,2025-04-16 13:29:44.99,"HF",3600000
"risso003.log",350,2025-04-16 13:36:44.998,2025-04-16 13:37:14.99,"HF",3600000
"risso003.log",351,2025-04-16 13:44:14.998,2025-04-16 13:44:44.99,"HF",3600000
"risso003.log",44,2025-04-16 12:51:44.505,2025-04-16 13:51:44.005,"LF",7200000
"risso003.log",352,2025-04-16 13:51:44.998,2025-04-16 13:52:14.99,"HF",3600000
"risso003.log",353,2025-04-16 13:59:14.998,2025-04-16 13:59:44.99,"HF",3600000
"risso003.log",354,2025-04-16 14:06:44.998,2025-04-16 14:07:14.99,"HF",3600000
"risso003.log",355,2025-04-16 14:14:14.998,2025-04-16 14:14:44.99,"HF",3600000
"risso003.log",356,2025-04-16 14:21:44.998,2025-04-16 14:22:14.99,"HF",3600000
"risso003.log",357,2025-04-16 14:29:14.998,2025-04-16 14:29:44.99,"HF",3600000
"risso003.log",358,2025-04-16 14:36:44.998,2025-04-16 14:37:14.99,"HF",3600000
"risso003.log",359,2025-04-16 14:44:14.998,2025-04-16 14:44:44.99,"HF",3600000
"risso003.log",45,2025-04-16 13:51:44.505,2025-04-16 14:51:44.005,"LF",7200000
"risso003.log",360,2025-04-16 14:51:44.998,2025-04-16 14:52:14.99,"HF",3600000
"risso003.log",361,2025-04-16 14:59:14.998,2025-04-16 14:59:44.99,"HF",3600000
"risso003.log",362,2025-04-16 15:06:44.998,2025-04-16 15:07:14.99,"HF",3600000
"risso003.log",363,2025-04-16 15:14:14.998,2025-04-16 15:14:44.99,"HF",3600000
"risso003.log",364,2025-04-16 15:21:44.998,2025-04-16 15:22:14.99,"HF",3600000
"risso003.log",365,2025-04-16 15:29:14.998,2025-04-16 15:29:44.99,"HF",3600000
"risso003.log",366,2025-04-16 15:36:44.998,2025-04-16 15:37:14.99,"HF",3600000
"risso003.log",367,2025-04-16 15:44:14.998,2025-04-16 15:44:44.99,"HF",3600000
"risso003.log",46,2025-04-16 14:51:44.505,2025-04-16 15:51:44.005,"LF",7200000
"risso003.log",368,2025-04-16 15:51:44.998,2025-04-16 15:52:14.99,"HF",3600000
"risso003.log",369,2025-04-16 15:59:14.998,2025-04-16 15:59:44.99,"HF",3600000
"risso003.log",370,2025-04-16 16:06:44.998,2025-04-16 16:07:14.99,"HF",3600000
"risso003.log",371,2025-04-16 16:14:14.998,2025-04-16 16:14:44.99,"HF",3600000
"risso003.log",372,2025-04-16 16:21:44.998,2025-04-16 16:22:14.99,"HF",3600000
"risso003.log",373,2025-04-16 16:29:14.998,2025-04-16 16:29:44.99,"HF",3600000
"risso003.log",374,2025-04-16 16:36:44.998,2025-04-16 16:37:14.99,"HF",3600000
"risso003.log",375,2025-04-16 16:44:14.998,2025-04-16 16:44:44.99,"HF",3600000
"risso003.log",47,2025-04-16 15:51:44.505,2025-04-16 16:51:44.005,"LF",7200000
"risso003.log",376,2025-04-16 16:51:44.998,2025-04-16 16:52:14.99,"HF",3600000
"risso003.log",377,2025-04-16 16:59:14.998,2025-04-16 16:59:44.99,"HF",3600000
"risso003.log",378,2025-04-16 17:06:44.998,2025-04-16 17:07:14.99,"HF",3600000
"risso003.log",379,2025-04-16 17:14:14.998,2025-04-16 17:14:44.99,"HF",3600000
"risso003.log",380,2025-04-16 17:21:44.998,2025-04-16 17:22:14.99,"HF",3600000
"risso003.log",381,2025-04-16 17:29:14.998,2025-04-16 17:29:44.99,"HF",3600000
"risso003.log",382,2025-04-16 17:36:44.998,2025-04-16 17:37:14.99,"HF",3600000
"risso003.log",383,2025-04-16 17:44:14.998,2025-04-16 17:44:44.99,"HF",3600000
"risso003.log",48,2025-04-16 16:51:44.505,2025-04-16 17:51:44.005,"LF",7200000
"risso003.log",384,2025-04-16 17:51:44.998,2025-04-16 17:52:14.99,"HF",3600000
"risso003.log",385,2025-04-16 17:59:14.998,2025-04-16 17:59:44.99,"HF",3600000
"risso003.log",386,2025-04-16 18:06:44.998,2025-04-16 18:07:14.99,"HF",3600000
"risso003.log",387,2025-04-16 18:14:14.998,2025-04-16 18:14:44.99,"HF",3600000
"risso003.log",388,2025-04-16 18:21:44.998,2025-04-16 18:22:14.99,"HF",3600000
"risso003.log",389,2025-04-16 18:29:14.998,2025-04-16 18:29:44.99,"HF",3600000
"risso003.log",390,2025-04-16 18:36:44.998,2025-04-16 18:37:14.99,"HF",3600000
"risso003.log",391,2025-04-16 18:44:14.998,2025-04-16 18:44:44.99,"HF",3600000
"risso003.log",49,2025-04-16 17:51:44.505,2025-04-16 18:51:44.005,"LF",7200000
"risso003.log",392,2025-04-16 18:51:44.998,2025-04-16 18:52:14.99,"HF",3600000
"risso003.log",393,2025-04-16 18:59:14.998,2025-04-16 18:59:44.99,"HF",3600000
"risso003.log",394,2025-04-16 19:06:44.998,2025-04-16 19:07:14.99,"HF",3600000
"risso003.log",395,2025-04-16 19:14:14.998,2025-04-16 19:14:44.99,"HF",3600000
"risso003.log",396,2025-04-16 19:21:44.998,2025-04-16 19:22:14.99,"HF",3600000
"risso003.log",397,2025-04-16 19:29:14.998,2025-04-16 19:29:44.99,"HF",3600000
"risso003.log",398,2025-04-16 19:36:44.998,2025-04-16 19:37:14.99,"HF",3600000
"risso003.log",399,2025-04-16 19:44:14.998,2025-04-16 19:44:44.99,"HF",3600000
"risso003.log",50,2025-04-16 18:51:44.505,2025-04-16 19:51:44.005,"LF",7200000
"risso003.log",400,2025-04-16 19:51:44.998,2025-04-16 19:52:14.99,"HF",3600000
"risso003.log",401,2025-04-16 19:59:14.998,2025-04-16 19:59:44.99,"HF",3600000
"risso003.log",402,2025-04-16 20:06:44.998,2025-04-16 20:07:14.99,"HF",3600000
"risso003.log",403,2025-04-16 20:14:14.998,2025-04-16 20:14:44.99,"HF",3600000
"risso003.log",404,2025-04-16 20:21:44.998,2025-04-16 20:22:14.99,"HF",3600000
"risso003.log",405,2025-04-16 20:29:14.998,2025-04-16 20:29:44.99,"HF",3600000
"risso003.log",406,2025-04-16 20:36:44.998,2025-04-16 20:37:14.99,"HF",3600000
"risso003.log",407,2025-04-16 20:44:14.998,2025-04-16 20:44:44.99,"HF",3600000
"risso003.log",51,2025-04-16 19:51:44.505,2025-04-16 20:51:44.005,"LF",7200000
"risso003.log",408,2025-04-16 20:51:44.998,2025-04-16 20:52:14.99,"HF",3600000
"risso003.log",409,2025-04-16 20:59:14.998,2025-04-16 20:59:44.99,"HF",3600000
"risso003.log",410,2025-04-16 21:06:44.998,2025-04-16 21:07:14.99,"HF",3600000
"risso003.log",411,2025-04-16 21:14:14.998,2025-04-16 21:14:44.99,"HF",3600000
"risso003.log",412,2025-04-16 21:21:44.998,2025-04-16 21:22:14.99,"HF",3600000
"risso003.log",413,2025-04-16 21:29:14.998,2025-04-16 21:29:44.99,"HF",3600000
"risso003.log",414,2025-04-16 21:36:44.998,2025-04-16 21:37:14.99,"HF",3600000
"risso003.log",415,2025-04-16 21:44:14.998,2025-04-16 21:44:44.99,"HF",3600000
"risso003.log",52,2025-04-16 20:51:44.505,2025-04-16 21:51:44.005,"LF",7200000
"risso003.log",416,2025-04-16 21:51:44.998,2025-04-16 21:52:14.99,"HF",3600000
"risso003.log",417,2025-04-16 21:59:14.998,2025-04-16 21:59:44.99,"HF",3600000
"risso003.log",418,2025-04-16 22:06:44.998,2025-04-16 22:07:14.99,"HF",3600000
"risso003.log",419,2025-04-16 22:14:14.998,2025-04-16 22:14:44.99,"HF",3600000
"risso003.log",420,2025-04-16 22:21:44.998,2025-04-16 22:22:14.99,"HF",3600000
"risso003.log",421,2025-04-16 22:29:14.998,2025-04-16 22:29:44.99,"HF",3600000
"risso003.log",422,2025-04-16 22:36:44.998,2025-04-16 22:37:14.99,"HF",3600000
"risso003.log",423,2025-04-16 22:44:14.998,2025-04-16 22:44:44.99,"HF",3600000
"risso003.log",53,2025-04-16 21:51:44.505,2025-04-16 22:51:44.005,"LF",7200000
"risso003.log",424,2025-04-16 22:51:44.998,2025-04-16 22:52:14.99,"HF",3600000
"risso003.log",425,2025-04-16 22:59:14.998,2025-04-16 22:59:44.99,"HF",3600000
"risso003.log",426,2025-04-16 23:06:44.998,2025-04-16 23:07:14.99,"HF",3600000
"risso003.log",427,2025-04-16 23:14:14.998,2025-04-16 23:14:44.99,"HF",3600000
"risso003.log",428,2025-04-16 23:21:44.998,2025-04-16 23:22:14.99,"HF",3600000
"risso003.log",429,2025-04-16 23:29:14.998,2025-04-16 23:29:44.99,"HF",3600000
"risso003.log",430,2025-04-16 23:36:44.998,2025-04-16 23:37:14.99,"HF",3600000
"risso003.log",431,2025-04-16 23:44:14.998,2025-04-16 23:44:44.99,"HF",3600000
"risso003.log",54,2025-04-16 22:51:44.505,2025-04-16 23:51:44.005,"LF",7200000
"risso003.log",432,2025-04-16 23:51:44.998,2025-04-16 23:52:14.99,"HF",3600000
"risso003.log",433,2025-04-16 23:59:14.998,2025-04-16 23:59:44.99,"HF",3600000
"risso003.log",434,2025-04-17 00:06:44.998,2025-04-17 00:07:14.99,"HF",3600000
"risso003.log",435,2025-04-17 00:14:14.998,2025-04-17 00:14:44.99,"HF",3600000
"risso003.log",436,2025-04-17 00:21:44.998,2025-04-17 00:22:14.99,"HF",3600000
"risso003.log",437,2025-04-17 00:29:14.998,2025-04-17 00:29:44.99,"HF",3600000
"risso003.log",438,2025-04-17 00:36:44.998,2025-04-17 00:37:14.99,"HF",3600000
"risso003.log",439,2025-04-17 00:44:14.998,2025-04-17 00:44:44.99,"HF",3600000
"risso003.log",55,2025-04-16 23:51:44.505,2025-04-17 00:51:44.005,"LF",7200000
"risso003.log",440,2025-04-17 00:51:44.998,2025-04-17 00:52:14.99,"HF",3600000
"risso003.log",441,2025-04-17 00:59:14.998,2025-04-17 00:59:44.99,"HF",3600000
"risso003.log",442,2025-04-17 01:06:44.998,2025-04-17 01:07:14.99,"HF",3600000
"risso003.log",443,2025-04-17 01:14:14.998,2025-04-17 01:14:44.99,"HF",3600000
"risso003.log",444,2025-04-17 01:21:44.998,2025-04-17 01:22:14.99,"HF",3600000
"risso003.log",445,2025-04-17 01:29:14.998,2025-04-17 01:29:44.99,"HF",3600000
"risso003.log",446,2025-04-17 01:36:44.998,2025-04-17 01:37:14.99,"HF",3600000
"risso003.log",447,2025-04-17 01:44:14.998,2025-04-17 01:44:44.99,"HF",3600000
"risso003.log",56,2025-04-17 00:51:44.505,2025-04-17 01:51:44.005,"LF",7200000
"risso003.log",448,2025-04-17 01:51:44.998,2025-04-17 01:52:14.99,"HF",3600000
"risso003.log",449,2025-04-17 01:59:14.998,2025-04-17 01:59:44.99,"HF",3600000
"risso003.log",450,2025-04-17 02:06:44.998,2025-04-17 02:07:14.99,"HF",3600000
"risso003.log",451,2025-04-17 02:14:14.998,2025-04-17 02:14:44.99,"HF",3600000
"risso003.log",452,2025-04-17 02:21:44.998,2025-04-17 02:22:14.99,"HF",3600000
"risso003.log",453,2025-04-17 02:29:14.998,2025-04-17 02:29:44.99,"HF",3600000
"risso003.log",454,2025-04-17 02:36:44.998,2025-04-17 02:37:14.99,"HF",3600000
"risso003.log",455,2025-04-17 02:44:14.998,2025-04-17 02:44:44.99,"HF",3600000
"risso003.log",57,2025-04-17 01:51:44.505,2025-04-17 02:51:44.005,"LF",7200000
"risso003.log",456,2025-04-17 02:51:44.998,2025-04-17 02:52:14.99,"HF",3600000
"risso003.log",457,2025-04-17 02:59:14.998,2025-04-17 02:59:44.99,"HF",3600000
"risso003.log",458,2025-04-17 03:06:44.998,2025-04-17 03:07:14.99,"HF",3600000
"risso003.log",459,2025-04-17 03:14:14.998,2025-04-17 03:14:44.99,"HF",3600000
"risso003.log",460,2025-04-17 03:21:44.998,2025-04-17 03:22:14.99,"HF",3600000
"risso003.log",461,2025-04-17 03:29:14.998,2025-04-17 03:29:44.99,"HF",3600000
"risso003.log",462,2025-04-17 03:36:44.998,2025-04-17 03:37:14.99,"HF",3600000
"risso003.log",463,2025-04-17 03:44:14.998,2025-04-17 03:44:44.99,"HF",3600000
"risso003.log",58,2025-04-17 02:51:44.505,2025-04-17 03:51:44.005,"LF",7200000
"risso003.log",464,2025-04-17 03:51:44.998,2025-04-17 03:52:14.99,"HF",3600000
"risso003.log",465,2025-04-17 03:59:14.998,2025-04-17 03:59:44.99,"HF",3600000
"risso003.log",466,2025-04-17 04:06:44.998,2025-04-17 04:07:14.99,"HF",3600000
"risso003.log",467,2025-04-17 04:14:14.998,2025-04-17 04:14:44.99,"HF",3600000
"risso003.log",468,2025-04-17 04:21:44.998,2025-04-17 04:22:14.99,"HF",3600000
"risso003.log",469,2025-04-17 04:29:14.998,2025-04-17 04:29:44.99,"HF",3600000
"risso003.log",470,2025-04-17 04:36:44.998,2025-04-17 04:37:14.99,"HF",3600000
"risso003.log",471,2025-04-17 04:44:14.998,2025-04-17 04:44:44.99,"HF",3600000
"risso003.log",59,2025-04-17 03:51:44.505,2025-04-17 04:51:44.005,"LF",7200000
"risso003.log",472,2025-04-17 04:51:44.998,2025-04-17 04:52:14.99,"HF",3600000
"risso003.log",473,2025-04-17 04:59:14.998,2025-04-17 04:59:44.99,"HF",3600000
"risso003.log",474,2025-04-17 05:06:44.998,2025-04-17 05:07:14.99,"HF",3600000
"risso003.log",475,2025-04-17 05:14:14.998,2025-04-17 05:14:44.99,"HF",3600000
"risso003.log",476,2025-04-17 05:21:44.998,2025-04-17 05:22:14.99,"HF",3600000
"risso003.log",477,2025-04-17 05:29:14.998,2025-04-17 05:29:44.99,"HF",3600000
"risso003.log",478,2025-04-17 05:36:44.998,2025-04-17 05:37:14.99,"HF",3600000
"risso003.log",479,2025-04-17 05:44:14.998,2025-04-17 05:44:44.99,"HF",3600000
"risso003.log",60,2025-04-17 04:51:44.505,2025-04-17 05:51:44.005,"LF",7200000
"risso003.log",480,2025-04-17 05:51:44.998,2025-04-17 05:52:14.99,"HF",3600000
"risso003.log",481,2025-04-17 05:59:14.998,2025-04-17 05:59:44.99,"HF",3600000
"risso003.log",482,2025-04-17 06:06:44.998,2025-04-17 06:07:14.99,"HF",3600000
"risso003.log",483,2025-04-17 06:14:14.998,2025-04-17 06:14:44.99,"HF",3600000
"risso003.log",484,2025-04-17 06:21:44.998,2025-04-17 06:22:14.99,"HF",3600000
"risso003.log",485,2025-04-17 06:29:14.998,2025-04-17 06:29:44.99,"HF",3600000
"risso003.log",486,2025-04-17 06:36:44.998,2025-04-17 06:37:14.99,"HF",3600000
"risso003.log",487,2025-04-17 06:44:14.998,2025-04-17 06:44:44.99,"HF",3600000
"risso003.log",61,2025-04-17 05:51:44.505,2025-04-17 06:51:44.005,"LF",7200000
"risso003.log",488,2025-04-17 06:51:44.998,2025-04-17 06:52:14.99,"HF",3600000
"risso003.log",489,2025-04-17 06:59:14.998,2025-04-17 06:59:44.99,"HF",3600000
"risso003.log",490,2025-04-17 07:06:44.998,2025-04-17 07:07:14.99,"HF",3600000
"risso003.log",491,2025-04-17 07:14:14.998,2025-04-17 07:14:44.99,"HF",3600000
